Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINo
17*,19,14,2,0,121.42,3,not out,2,vÿBangladesh,Dhaka,08-Jan-10,ODI # 2940
68,127,78,9,0,87.17,3,caught,1,vÿIndia,Dhaka,10-Jan-10,ODI # 2941
55,91,51,8,0,107.84,3,caught,2,vÿIndia,Dhaka,13-Jan-10,ODI # 2943
42,85,63,4,0,66.66,3,caught,1,vÿPakistan,Dambulla,15-Jun-10,ODI # 2991
52,99,69,4,0,75.36,3,caught,1,vÿBangladesh,Dambulla,18-Jun-10,ODI # 2995
73,102,82,10,0,89.02,3,caught,2,vÿIndia,Dambulla,22-Jun-10,ODI # 2999
17,71,38,2,0,44.73,3,caught,2,vÿIndia,Dambulla,24-Jun-10,ODI # 3001
48,82,62,5,0,77.41,3,caught,2,vÿNew Zealand,Dambulla,13-Aug-10,ODI # 3031
2,16,12,0,0,16.66,3,caught,1,vÿIndia,Dambulla,16-Aug-10,ODI # 3032
40,79,59,4,0,67.79,3,caught,1,vÿNew Zealand,Dambulla,19-Aug-10,ODI # 3037
13*,-,15,2,0,86.66,4,not out,2,vÿIndia,Dambulla,22-Aug-10,ODI # 3038
71,96,62,7,1,114.51,4,caught,1,vÿIndia,Dambulla,28-Aug-10,ODI # 3040
49,69,46,6,0,106.52,3,bowled,2,vÿAustralia,Melbourne,03-Nov-10,ODI # 3065
45,62,52,4,0,86.53,4,caught,1,vÿAustralia,Sydney,05-Nov-10,ODI # 3066
0,4,4,0,0,0,3,caught,1,vÿAustralia,Brisbane,07-Nov-10,ODI # 3068
TDNB,-,-,-,-,-,-,-,-,vÿWest Indies,Colombo (SSC),31-Jan-11,ODI # 3092
20,62,43,1,0,46.51,3,caught,2,vÿWest Indies,Colombo (SSC),03-Feb-11,ODI # 3096
75,112,105,4,1,71.42,3,bowled,1,vÿWest Indies,Colombo (SSC),06-Feb-11,ODI # 3099
92,134,87,7,1,105.74,3,caught,1,vÿCanada,Hambantota,20-Feb-11,ODI # 3102
49,109,61,2,1,80.32,3,caught,2,vÿPakistan,Colombo (RPS),26-Feb-11,ODI # 3109
27*,48,24,3,0,112.5,3,not out,2,vÿKenya,Colombo (RPS),01-Mar-11,ODI # 3113
73*,147,102,7,0,71.56,3,not out,1,vÿAustralia,Colombo (RPS),05-Mar-11,ODI # 3119
11*,7,7,1,0,157.14,5,not out,1,vÿZimbabwe,Pallekele,10-Mar-11,ODI # 3125
111,186,128,12,2,86.71,3,bowled,1,vÿNew Zealand,Mumbai,18-Mar-11,ODI # 3137
DNB,-,-,-,-,-,-,-,2,vÿEngland,Colombo (RPS),26-Mar-11,ODI # 3145
54,132,79,7,1,68.35,3,caught,2,vÿNew Zealand,Colombo (RPS),29-Mar-11,ODI # 3146
48,102,67,5,0,71.64,3,caught,1,vÿIndia,Mumbai,02-Apr-11,ODI # 3148
4,13,10,1,0,40,4,caught,2,vÿEngland,The Oval,28-Jun-11,ODI # 3165
69,119,85,5,0,81.17,4,stumped,1,vÿEngland,Leeds,01-Jul-11,ODI # 3167
25,58,47,2,0,53.19,4,caught,2,vÿEngland,Lord's,03-Jul-11,ODI # 3168
75,173,107,7,0,70.09,4,caught,1,vÿEngland,Nottingham,06-Jul-11,ODI # 3169
48,110,75,3,0,64,3,bowled,2,vÿEngland,Manchester,09-Jul-11,ODI # 3170
16,36,19,3,0,84.21,3,caught,1,vÿAustralia,Pallekele,10-Aug-11,ODI # 3175
52,121,85,1,1,61.17,3,caught,1,vÿAustralia,Hambantota,14-Aug-11,ODI # 3178
49,62,37,3,2,132.43,3,lbw,1,vÿAustralia,Hambantota,16-Aug-11,ODI # 3180
31,92,56,1,0,55.35,3,caught,1,vÿAustralia,Colombo (RPS),20-Aug-11,ODI # 3182
7,6,7,1,0,100,3,caught,2,vÿAustralia,Colombo (RPS),22-Aug-11,ODI # 3184
5,44,24,1,0,20.83,3,caught,1,vÿPakistan,Dubai (DSC),11-Nov-11,ODI # 3212
5,12,13,0,0,38.46,3,caught,1,vÿPakistan,Dubai (DSC),14-Nov-11,ODI # 3213
45,98,66,3,0,68.18,3,run out,2,vÿPakistan,Dubai (DSC),18-Nov-11,ODI # 3214
58,147,103,6,0,56.31,3,bowled,2,vÿPakistan,Sharjah,20-Nov-11,ODI # 3215
78,132,100,8,0,78,4,caught,1,vÿPakistan,Abu Dhabi,23-Nov-11,ODI # 3216
4,20,14,1,0,28.57,3,caught,2,vÿSouth Africa,Paarl,11-Jan-12,ODI # 3225
3,36,28,0,0,10.71,3,caught,1,vÿSouth Africa,East London,14-Jan-12,ODI # 3226
