Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINo
4,8,6,0,0,66.66,5,caught,2,vÿAustralia,Kolkata,18-Nov-03,ODI # 2064
25,37,24,0,1,104.16,6,caught,2,vÿAustralia,Melbourne,09-Jan-04,ODI # 2077
DNB,-,-,-,-,-,-,-,2,vÿZimbabwe,Hobart,14-Jan-04,ODI # 2080
5,6,4,1,0,125,5,bowled,1,vÿAustralia,Brisbane,18-Jan-04,ODI # 2084
69,83,76,3,0,90.78,5,bowled,1,vÿZimbabwe,Brisbane,20-Jan-04,ODI # 2085
139,143,122,16,2,113.93,5,bowled,1,vÿAustralia,Sydney,22-Jan-04,ODI # 2086
47,91,62,5,0,75.8,6,caught,1,vÿAustralia,Perth,01-Feb-04,ODI # 2093
4,14,8,1,0,50,5,caught,2,vÿZimbabwe,Perth,03-Feb-04,ODI # 2095
21,30,21,3,0,100,6,caught,1,vÿAustralia,Melbourne,06-Feb-04,ODI # 2097
4,19,15,1,0,26.66,6,caught,2,vÿAustralia,Sydney,08-Feb-04,ODI # 2098
3,11,9,0,0,33.33,5,caught,1,vÿPakistan,Karachi,13-Mar-04,ODI # 2112
19,30,20,2,0,95,6,caught,2,vÿPakistan,Rawalpindi,16-Mar-04,ODI # 2114
65,99,76,7,1,85.52,6,caught,1,vÿPakistan,Peshawar,19-Mar-04,ODI # 2115
36,44,35,5,0,102.85,6,caught,2,vÿPakistan,Lahore,21-Mar-04,ODI # 2116
18,22,19,2,0,94.73,6,caught,1,vÿPakistan,Lahore,24-Mar-04,ODI # 2117
22,23,25,2,0,88,6,bowled,1,vÿU.A.E.,Dambulla,16-Jul-04,ODI # 2144
47,107,78,4,0,60.25,6,caught,2,vÿSri Lanka,Dambulla,18-Jul-04,ODI # 2148
DNB,-,-,-,-,-,-,-,2,vÿBangladesh,Colombo (SSC),21-Jul-04,ODI # 2149
28,37,29,4,0,96.55,5,caught,2,vÿPakistan,Colombo (RPS),25-Jul-04,ODI # 2152
50,55,46,4,0,108.69,5,caught,1,vÿSri Lanka,Colombo (RPS),27-Jul-04,ODI # 2153
8,30,29,0,0,27.58,6,bowled,2,vÿSri Lanka,Colombo (RPS),01-Aug-04,ODI # 2155
13,34,24,0,0,54.16,5,lbw,2,vÿPakistan,Amstelveen,21-Aug-04,ODI # 2157
TDNB,-,-,-,-,-,-,-,-,vÿAustralia,Amstelveen,23-Aug-04,ODI # 2159
4,25,6,1,0,66.66,5,run out,1,vÿEngland,Nottingham,01-Sep-04,ODI # 2164
24,51,40,2,0,60,6,caught,2,vÿEngland,The Oval,03-Sep-04,ODI # 2165
9,18,12,0,0,75,6,caught,1,vÿEngland,Lord's,05-Sep-04,ODI # 2167
9,13,9,1,0,100,4,caught,1,vÿKenya,Southampton,11-Sep-04,ODI # 2170
0,2,3,0,0,0,6,caught,1,vÿPakistan,Birmingham,19-Sep-04,ODI # 2179
78,74,62,10,2,125.8,6,caught,1,vÿPakistan,Kolkata,13-Nov-04,ODI # 2192
21,53,33,4,0,63.63,3,lbw,1,vÿBangladesh,Chattogram,23-Dec-04,ODI # 2199
4,13,8,1,0,50,3,caught,2,vÿBangladesh,Dhaka,26-Dec-04,ODI # 2201
69,34,32,8,3,215.62,6,caught,1,vÿBangladesh,Dhaka,27-Dec-04,ODI # 2202
16,26,22,2,0,72.72,5,caught,1,vÿPakistan,Kochi,02-Apr-05,ODI # 2235
15,21,10,2,0,150,6,lbw,1,vÿPakistan,Visakhapatnam,05-Apr-05,ODI # 2236
1,12,8,0,0,12.5,6,caught,2,vÿPakistan,Jamshedpur,09-Apr-05,ODI # 2237
35*,35,26,5,0,134.61,6,not out,1,vÿPakistan,Ahmedabad,12-Apr-05,ODI # 2238
18,38,33,4,0,54.54,5,bowled,1,vÿPakistan,Kanpur,15-Apr-05,ODI # 2239
13,26,17,2,0,76.47,5,run out,2,vÿPakistan,Delhi,17-Apr-05,ODI # 2240
12,47,33,2,0,36.36,3,caught,1,vÿSri Lanka,Dambulla,30-Jul-05,ODI # 2262
28,81,58,3,0,48.27,5,bowled,2,vÿWest Indies,Dambulla,31-Jul-05,ODI # 2263
110,149,114,11,1,96.49,5,caught,1,vÿWest Indies,Colombo (RPS),07-Aug-05,ODI # 2267
42,75,58,2,0,72.41,4,caught,2,vÿSri Lanka,Colombo (RPS),09-Aug-05,ODI # 2268
1,5,4,0,0,25,5,caught,2,vÿNew Zealand,Bulawayo,26-Aug-05,ODI # 2273
53*,-,71,3,1,74.64,5,not out,1,vÿZimbabwe,Harare,29-Aug-05,ODI # 2274
22,-,23,1,1,95.65,5,lbw,2,vÿNew Zealand,Harare,02-Sep-05,ODI # 2278
120,155,124,12,1,96.77,5,caught,2,vÿZimbabwe,Harare,04-Sep-05,ODI # 2280
20,29,32,1,0,62.5,5,caught,1,vÿNew Zealand,Harare,06-Sep-05,ODI # 2281
14,14,18,1,0,77.77,4,lbw,1,vÿSri Lanka,Nagpur,25-Oct-05,ODI # 2286
DNB,-,-,-,-,-,-,-,2,vÿSri Lanka,Mohali,28-Oct-05,ODI # 2287
18,48,24,3,0,75,5,bowled,2,vÿSri Lanka,Jaipur,31-Oct-05,ODI # 2290
