Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINO
0,2,2,0,0,0,4,bowled,1,vÿPakistan,Abu Dhabi,06-Nov-09,ODI # 2924
44,78,69,0,1,63.76,4,lbw,1,vÿPakistan,Abu Dhabi,09-Nov-09,ODI # 2927
51,85,52,4,2,98.07,4,caught,1,vÿBangladesh,Napier,05-Feb-10,ODI # 2949
78,85,52,6,5,150,4,caught,2,vÿBangladesh,Dunedin,08-Feb-10,ODI # 2951
3,15,10,0,0,30,4,stumped,2,vÿBangladesh,Christchurch,11-Feb-10,ODI # 2953
70,99,71,6,1,98.59,4,caught,2,vÿAustralia,Napier,03-Mar-10,ODI # 2966
62,90,66,4,2,93.93,4,caught,1,vÿAustralia,Hamilton,09-Mar-10,ODI # 2971
15,53,37,1,0,40.54,3,caught,1,vÿAustralia,Auckland,11-Mar-10,ODI # 2973
30,68,55,3,0,54.54,3,caught,1,vÿAustralia,Wellington,13-Mar-10,ODI # 2975
95,173,113,8,1,84.07,3,lbw,1,vÿIndia,Dambulla,10-Aug-10,ODI # 3030
16,46,34,2,0,47.05,3,lbw,1,vÿSri Lanka,Dambulla,13-Aug-10,ODI # 3031
TDNB,-,-,-,-,-,-,-,-,vÿSri Lanka,Dambulla,19-Aug-10,ODI # 3037
8,21,14,2,0,57.14,3,caught,2,vÿIndia,Dambulla,25-Aug-10,ODI # 3039
42,88,56,1,1,75,4,lbw,2,vÿBangladesh,Dhaka,05-Oct-10,ODI # 3051
62*,123,72,3,4,86.11,4,not out,1,vÿBangladesh,Dhaka,11-Oct-10,ODI # 3054
3,5,3,0,0,100,4,caught,2,vÿBangladesh,Dhaka,14-Oct-10,ODI # 3056
3,25,9,0,0,33.33,4,bowled,2,vÿBangladesh,Dhaka,17-Oct-10,ODI # 3058
66,102,69,3,3,95.65,4,caught,2,vÿIndia,Guwahati,28-Nov-10,ODI # 3070
15,29,23,0,1,65.21,4,caught,1,vÿIndia,Jaipur,01-Dec-10,ODI # 3072
4,25,16,0,0,25,4,caught,1,vÿIndia,Vadodara,04-Dec-10,ODI # 3074
44,112,73,3,0,60.27,4,lbw,1,vÿIndia,Bengaluru,07-Dec-10,ODI # 3076
9,10,9,2,0,100,4,caught,1,vÿIndia,Chennai,10-Dec-10,ODI # 3077
23*,28,29,2,1,79.31,3,not out,2,vÿPakistan,Wellington,22-Jan-11,ODI # 3085
TDNB,-,-,-,-,-,-,-,-,vÿPakistan,Queenstown,26-Jan-11,ODI # 3088
6,18,14,0,0,42.85,3,caught,2,vÿPakistan,Christchurch,29-Jan-11,ODI # 3090
4,10,5,1,0,80,3,caught,1,vÿPakistan,Napier,01-Feb-11,ODI # 3093
69,116,91,4,1,75.82,4,lbw,2,vÿPakistan,Hamilton,03-Feb-11,ODI # 3095
5,16,10,0,0,50,4,caught,1,vÿPakistan,Auckland,05-Feb-11,ODI # 3097
DNB,-,-,-,-,-,-,-,2,vÿKenya,Chennai,20-Feb-11,ODI # 3101
7,45,22,1,0,31.81,4,bowled,1,vÿAustralia,Nagpur,25-Feb-11,ODI # 3107
DNB,-,-,-,-,-,-,-,2,vÿZimbabwe,Ahmedabad,04-Mar-11,ODI # 3117
131*,171,124,8,7,105.64,4,not out,1,vÿPakistan,Pallekele,08-Mar-11,ODI # 3123
