Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINo
37,60,48,7,0,77.08,2,caught,1,vÿPakistan,Lahore,24-Mar-04,ODI # 2117
18,39,25,2,0,72,2,caught,1,vÿU.A.E.,Dambulla,16-Jul-04,ODI # 2144
11,17,13,2,0,84.61,1,caught,2,vÿSri Lanka,Dambulla,18-Jul-04,ODI # 2148
82*,157,126,10,1,65.07,2,not out,2,vÿBangladesh,Colombo (SSC),21-Jul-04,ODI # 2149
78,192,103,6,0,75.72,2,caught,2,vÿPakistan,Colombo (RPS),25-Jul-04,ODI # 2152
18,30,21,3,0,85.71,1,lbw,1,vÿSri Lanka,Colombo (RPS),27-Jul-04,ODI # 2153
74,170,100,7,1,74,2,bowled,2,vÿSri Lanka,Colombo (RPS),01-Aug-04,ODI # 2155
16,30,17,2,0,94.11,2,run out,1,vÿPakistan,Kolkata,13-Nov-04,ODI # 2192
19,46,32,3,0,59.37,2,caught,1,vÿBangladesh,Chattogram,23-Dec-04,ODI # 2199
47,60,42,9,0,111.9,2,caught,1,vÿBangladesh,Dhaka,27-Dec-04,ODI # 2202
4,8,4,1,0,100,2,caught,1,vÿPakistan,Kochi,02-Apr-05,ODI # 2235
2,17,8,0,0,25,2,run out,1,vÿPakistan,Visakhapatnam,05-Apr-05,ODI # 2236
6,15,11,1,0,54.54,2,caught,2,vÿPakistan,Jamshedpur,09-Apr-05,ODI # 2237
123,192,130,12,2,94.61,2,bowled,1,vÿPakistan,Ahmedabad,12-Apr-05,ODI # 2238
1,13,10,0,0,10,2,caught,1,vÿPakistan,Kanpur,15-Apr-05,ODI # 2239
9,38,15,0,0,60,2,bowled,2,vÿPakistan,Delhi,17-Apr-05,ODI # 2240
93,149,96,9,2,96.87,2,caught,1,vÿSri Lanka,Nagpur,25-Oct-05,ODI # 2286
67*,87,69,11,0,97.1,2,not out,2,vÿSri Lanka,Mohali,28-Oct-05,ODI # 2287
2,2,3,0,0,66.66,2,caught,2,vÿSri Lanka,Jaipur,31-Oct-05,ODI # 2290
11,28,19,1,1,57.89,2,bowled,2,vÿSri Lanka,Pune,03-Nov-05,ODI # 2291
19,46,30,3,0,63.33,2,caught,2,vÿSri Lanka,Rajkot,09-Nov-05,ODI # 2295
39,76,48,8,0,81.25,2,caught,2,vÿSri Lanka,Vadodara,12-Nov-05,ODI # 2296
2,20,9,0,0,22.22,2,caught,1,vÿSouth Africa,Hyderabad (Deccan),16-Nov-05,ODI # 2297
2,31,22,0,0,9.09,2,caught,2,vÿSouth Africa,Bengaluru,19-Nov-05,ODI # 2298
2,18,15,0,0,13.33,3,caught,1,vÿSouth Africa,Kolkata,25-Nov-05,ODI # 2299
30,77,44,5,0,68.18,2,caught,2,vÿSouth Africa,Mumbai,28-Nov-05,ODI # 2300
100,188,113,10,1,88.49,2,lbw,1,vÿPakistan,Peshawar,06-Feb-06,ODI # 2324
42,71,43,8,0,97.67,2,caught,2,vÿPakistan,Rawalpindi,11-Feb-06,ODI # 2327
95,157,104,16,1,91.34,2,caught,2,vÿPakistan,Lahore,13-Feb-06,ODI # 2329
